mdb_source_id,data_type,location.country_code,location.subdivision_name,location.municipality,provider,name,urls.direct_download,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,Transitland ID,Transit Feeds ID
1000,gtfs,PL,Podkarpackie,Przemyśl,Komunikacja Miejska Przemyśl,,https://przyjazdy.pl/latest/przemysl.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-podkarpackie-komunikacja-miejska-przemysl-gtfs-1000.zip?alt=media,,49.70095,49.84582,22.66813,22.85531,2022-03-17T19:31:50+00:00,,um-przemy-l-mpk-przemy-l-przyjazdy-pl/1207
1001,gtfs,PL,Wielkopolskie,,Koleje Wielkopolskie,,https://przyjazdy.pl/latest/kw.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-wielkopolskie-koleje-wielkopolskie-gtfs-1001.zip?alt=media,,49.783571,53.142995,15.817753,22.828095,2022-03-17T19:31:56+00:00,,koleje-wielkopolskie/1117
1002,gtfs,PL,Podkarpackie,Krosno,Komunikacja Miejska - Krosno,,https://przyjazdy.pl/latest/krosno.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-podkarpackie-komunikacja-miejska-krosno-gtfs-1002.zip?alt=media,,49.62699,49.73913,21.6014,21.8433,2022-03-17T19:32:01+00:00,,mks-krosno-przyjazdy-pl/1210
1003,gtfs,ES,Barcelona,,TRAM,,https://opendata.tram.cat/GTFS/zip/TBX.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-barcelona-tram-gtfs-1003.zip?alt=media,,41.356672,41.392206,2.053372,2.143175,2022-03-17T19:32:13+00:00,,tram-trambaix/996
1004,gtfs,ES,Barcelona,,Trambesòs,,https://opendata.tram.cat/GTFS/zip/TBS.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-barcelona-trambesos-gtfs-1004.zip?alt=media,,41.387614,41.439967,2.186892,2.233219,2022-03-17T19:32:16+00:00,,tram-trambesos/997
1009,gtfs,PL,Kujawsko-pomorskie,Bydgoszcz,ZDMiKP w Bydgoszczy,,https://mkuran.pl/gtfs/bydgoszcz.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-kujawsko-pomorskie-zdmikp-w-bydgoszczy-gtfs-1009.zip?alt=media,https://mkuran.pl/gtfs/,52.9702428137402,53.2533038975773,17.7953476459396,18.25073,2022-03-17T19:33:02+00:00,,zdmikp-w-bydgoszczy/1109
1010,gtfs,PL,Warminsko-mazurskie,Bystry,Gmina Zaklad Komunalny (GZK Bystry),,https://mkuran.pl/gtfs/gizycko.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-warminsko-mazurskie-gmina-zaklad-komunalny-gzk-bystry-gtfs-1010.zip?alt=media,,54.00791859344,54.085516,21.59029023314,21.91991317791,2022-03-17T19:33:04+00:00,,gzk-bystry/1115
1011,gtfs,PL,Mazowieckie,,Koleje Mazowieckie (KM),,https://mkuran.pl/gtfs/kolejemazowieckie.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-mazowieckie-koleje-mazowieckie-km-gtfs-1011.zip?alt=media,https://bip.mazowieckie.com.pl/pl/ponowne-wykorzystywanie-informacji-sektora-publicznego,51.116035,54.605926,16.861922,23.353566,2022-03-17T19:33:15+00:00,,koleje-mazowieckie/789
1012,gtfs,PL,Podlaskie,Łomża,Miejskie Przedsiębiorstwo Komunikacyjne w Lomzy (MPK ZB w Łomży),,https://mkuran.pl/gtfs/lomza.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-podlaskie-miejskie-przedsiebiorstwo-komunikacyjne-w-lomzy-mpk-zb-w-lomzy-gtfs-1012.zip?alt=media,,53.14758110936,53.21178887725,22.02105695198,22.10400902545,2022-03-17T19:33:17+00:00,,mpk-om-a/1110
1013,gtfs,PL,Lubelskie,Lublin,Zarząd Transportu Miejskiego Lublin (ZTM Lublin),,https://mkuran.pl/gtfs/lublin.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-lubelskie-zarzad-transportu-miejskiego-lublin-ztm-lublin-gtfs-1013.zip?alt=media,,51.095910270835,51.39875,22.351028,22.780059,2022-03-17T19:33:26+00:00,,ztm-lublin/1111
1014,gtfs,PL,Pomorskie,Gdańsk,"Zarząd Transportu Miejskiego Gdańsk (ZTM Gdańsk), Zarząd Transportu Miejskiego Gdynia (ZKM Gdynia)",,https://mkuran.pl/gtfs/tristar.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-pomorskie-zarzad-transportu-miejskiego-gdansk-ztm-gdansk-gtfs-1014.zip?alt=media,http://www.opendefinition.org/licenses/cc-by,54.237928572047,54.6323285,18.21451,18.934204247833,2022-03-17T19:33:43+00:00,,ztm-gda-sk-zkm-gdynia/1108
1015,gtfs,PL,Mazowieckie,Radom,MZDiK Radom,,https://mkuran.pl/feed/radom/radom-latest.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-mazowieckie-mzdik-radom-gtfs-1015.zip?alt=media,,51.33175,51.468,20.97257,21.32751,2022-03-17T19:33:47+00:00,,mzdik-radom/1008
1017,gtfs,ES,Andalucía,Málaga,Metro de Málaga,GTFS static,https://metromalaga.es/GTFS/gtfs_2022-01-10_2023-01-22_20220111114528.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-andalucia-metro-de-malaga-gtfs-1017.zip?alt=media,https://metromalaga.es/GTFS/ACCESO%20A%20DATOS%20P%C3%9ABLICOS%20DE%20METRO%20M%C3%81LAGA%20LICENCIA%20Y%20CONDICIONES%20DE%20USO.pdf,36.684725,36.7195,-4.49433055555556,-4.43155,2022-04-26T20:45:16+00:00,,metro-de-malaga/1063
1018,gtfs,ID,Bali,,Monkey Forest Ubud Shuttle,,https://github.com/joakimsk/pt-data-ubud/blob/master/feed/ubud_shuttle.zip?raw=true,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/id-bali-monkey-forest-ubud-shuttle-gtfs-1018.zip?alt=media,,-8.5193481,-8.5069503,115.2601686,115.2652865,2022-03-17T19:35:28+00:00,,monkey-forest-ubud/1213
1019,gtfs,JP,Hokkaidô,,Donan Bus,,https://github.com/aruneko/DonanbusGTFS/archive/refs/tags/2020.0401.1.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-hokkaido-donan-bus-gtfs-1019.zip?alt=media,https://github.com/aruneko/DonanbusGTFS/tree/master,,,,,2022-03-17T19:35:29+00:00,,donan-bus/1021
1026,gtfs,FR,Île-de-France,Paris,Ile-de-France Mobilité,Horaires prévues sur les lignes de transport en commun d'Ile-de-France (GTFS Datahub),https://data.iledefrance-mobilites.fr/explore/dataset/offre-horaires-tc-gtfs-idfm/files/a925e164271e4bca93433756d6a340d1/download/,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-paris-ile-de-france-mobilite-gtfs-1026.zip?alt=media,http://vvlibri.org/fr/licence/odbl-10/legalcode/unofficial,47.96107924372578,49.42633975667528,1.1498558322259895,3.56066841732662,2022-03-17T19:39:40+00:00,,ile-de-france-mobilite/1214
1028,gtfs,PT,Aveiro,Águeda,Câmara Municipal de Águeda,,https://dados.gov.pt/en/datasets/r/1ef6b3b7-0726-4c5a-978c-bf6b780c7472,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pt-aveiro-camara-municipal-de-agueda-gtfs-1028.zip?alt=media,,,,,,2022-03-17T19:40:32+00:00,,camara-municipal-de-agueda/1129
1031,gtfs,IT,Trentino-Alto Adige,Trento,Trentino Trasporti Esercizio (TTE),Extraurbano,http://www.ttesercizio.it/opendata/google_transit_extraurbano_tte.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-trentino-alto-adige-trentino-trasporti-esercizio-tte-gtfs-1031.zip?alt=media,,45.696733,46.480186,10.403518,12.032363,2022-03-17T19:46:44+00:00,,trentino-trasporti-esercizio/614
1039,gtfs,IE,Alicante,,TRAM Alicante,,http://www.tramalicante.es/google_transit_feed/google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ie-alicante-tram-alicante-gtfs-1039.zip?alt=media,,38.345085144,38.8395347595,-0.5169450045,0.1127090007,2022-03-17T19:47:37+00:00,,ferrocarriles-de-la-generalidad-valenciana-alicante/1040
1048,gtfs,IT,Regione Autonoma della Sardegna,,Collegamenti marittimi Moby,,http://www.sardegnamobilita.it/opendata/dati_moby.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-collegamenti-marittimi-moby-gtfs-1048.zip?alt=media,http://www.sardegnamobilita.it/opengovernment/opendata/,35.78928874574407,44.411405000188,-5.803751351906152,15.0918573,2022-03-17T19:48:29+00:00,,collegamenti-marittimi-moby/1135
1050,gtfs,IT,Regione Autonoma della Sardegna,,Collegamenti marittimi Sardinia Ferries,,http://www.sardegnamobilita.it/opendata/dati_sardinia_ferries.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-collegamenti-marittimi-sardinia-ferries-gtfs-1050.zip?alt=media,,38.01064,44.4114,2.1541,14.26091,2022-03-17T19:48:44+00:00,,collegamenti-marittimi-sardinia-ferries/1165
1051,gtfs,IT,Regione Autonoma della Sardegna,,Collegamenti marittimi Tirrenia,,http://www.sardegnamobilita.it/opendata/dati_tirrenia.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-regione-autonoma-della-sardegna-collegamenti-marittimi-tirrenia-gtfs-1051.zip?alt=media,,35.78928874574407,44.411405000188,-5.803751351906152,15.0918573,2022-03-17T19:48:45+00:00,,collegamenti-marittimi-tirrenia/1166
1054,gtfs,ES,"Valenciana, Comunitat",,MetroValencia,,http://www.metrovalencia.es/google_transit_feed/google_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-valenciana-metrovalencia-gtfs-1054.zip?alt=media,,39.0840072632,39.6228408813,-0.590277791,-0.3257277906,2022-03-17T19:49:07+00:00,,ferrocarriles-de-la-generalidad-valenciana/1039
1064,gtfs,ES,,,Renfe Feve,,http://data.renfe.com/dataset/5f80afa2-798c-46a4-8f96-bca0835b3cf0/resource/e593b825-78c2-45e1-a8ca-9fbea2f3faff/download/horarios-feve.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-unknown-renfe-feve-gtfs-1064.zip?alt=media,,37.60330436302621,43.73562573974169,-8.23155,-0.7879010031274469,2022-03-17T20:31:45+00:00,,renfe/1017
1065,gtfs,ES,,,Renfe Cercanias,Horarios cercanías — los trenes Cercanías y Rodalies,http://data.renfe.com/dataset/77525d66-f095-46d0-80c0-37f735d4342f/resource/6f1523c6-a9e3-48e3-9ace-bb107a762be6/download/fomento_transit.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-unknown-renfe-cercanias-gtfs-1065.zip?alt=media,,36.4680361,43.58952,-6.2882055,3.163259,2022-03-17T20:33:47+00:00,,renfe/1016
1068,gtfs,IT,,,Toremar Toscana Regionale Marittima,,http://dati.toscana.it/dataset/8bb8f8fe-fe7d-41d0-90dc-49f2456180d1/resource/56539a5a-e0be-49eb-b3ac-052a42ad0de0/download/toremar.gtfs,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-unknown-toremar-toscana-regionale-marittima-gtfs-1068.zip?alt=media,,42.2552882589984,43.5533366636245,9.83561862429208,11.1222628089307,2022-03-17T20:34:23+00:00,,
1069,gtfs,FR,Île-de-France,Paris,Transilien SNCF,,http://files.transilien.com/horaires/gtfs/export-TN-GTFS-LAST.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-ile-de-france-transilien-sncf-gtfs-1069.zip?alt=media,,48.00718,49.285257,1.370633,3.409411,2022-03-17T20:34:27+00:00,,transilien-sncf/207
1071,gtfs,NZ,Bay of Plenty,,BayBus,,http://gtfs.dynamis.live/boprc/prod/boprc-nz.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/nz-bay-of-plenty-baybus-gtfs-1071.zip?alt=media,,-38.6393150613996,-37.3898234,175.839138805048,178.14268788955,2022-03-17T20:34:45+00:00,,bay-of-plenty-regional-council-bus-service/1222
1072,gtfs,PL,Malopolskie,Wieliczka,Wielicka Komunikacja Wewnątrzgminna,,http://gtfs.pyrfekt.com/feeds/wieliczka_gtfs.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-malopolskie-wielicka-komunikacja-wewnatrzgminna-gtfs-1072.zip?alt=media,https://creativecommons.org/licenses/by-nc-sa/4.0/,49.934878,50.0149,19.99935,20.1152,2022-03-17T20:34:47+00:00,,wielicka-komunikacja-wewn-trzgminna/1107
1073,gtfs,TW,,,"Yuanlin Passenger Transport (General Manager), CH_中鹿客運(公總) (Zhonglu Passenger Transport (Public Service)), CH_彰化客運(公總) (Changhua Passenger Transport (Public Service))",,http://gtfs.taichung.gov.tw/bnb/api/gtfs/ch/latest,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-unknown-yuanlin-passenger-transport-general-manager-gtfs-1073.zip?alt=media,,23.385829,25.297518,120.171053,121.94879,2022-03-17T20:34:52+00:00,,taiwan/956
1074,gtfs,TW,Nantou,,"Total passenger (common total), NT_南投客運(公總) (Nantou Passenger Transport (Public Service)), NT_全航客運(公總) (All-air passenger (common total))",,http://gtfs.taichung.gov.tw/bnb/api/gtfs/nt/latest,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-changhua-total-passenger-common-total-gtfs-1074.zip?alt=media,,23.67303,25.290079,120.598713,121.9837549,2022-03-17T20:34:56+00:00,,taiwan/958
1080,gtfs,US,Washington,,"Metro Transit, Intercity Transit, City of Seattle, Community Transit, Pierce Transit, Sound Transit, Washington State Ferries, SeattleCenterMonorail, Everett Transit, Seattle Children's Hospital",Puget Sound Consolidated GTFS,http://developer.onebusaway.org/tmp/sound/gtfs/modified/gtfs_puget_sound_consolidated.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-washington-metro-transit-gtfs-1080.zip?alt=media,,,,,,2022-03-17T20:41:57+00:00,,puget-sound-region/1014
1083,gtfs,TW,Taichung,,"Fengyuan Passenger Transport, TC_台中客運 (Taichung Passenger Transport), TC_仁友客運 (Renyou Passenger Transport), TC_統聯客運 (Tonglian Passenger Transport), TC_巨業交通 (Juye Traffic), TC_全航客運 (All Air Passenger Transport), TC_和欣客運 (Hexin Passenger Transport), TC_東南客運 (Southeast Passenger Transport),  TC_豐榮客運 (Fengrong Passenger Transport), TC_苗栗客運 (Miaoli Passenger Transport), TC_中台灣客運 (Central Taiwan Passenger Transport), TC_總達客運(公總) (Total passenger (common total)), TC_全航客運(公總) (All-air passenger (common total)), TC_中鹿客運(公總) (Zhonglu Passenger Transport (General)), TC_台中客運(公總) (Taichung Passenger Transport (Common Service)), TC_豐原客運(公總) (Fengyuan Passenger Transport (General)), TC_巨業交通(公總) (Juye Traffic (Public)), TC_彰化客運(公總) (Changhua Passenger Transport (Common Service)), TC_員林客運(公總) (Yuanlin Passenger Transport (General Public Service)), TC_杉林溪遊樂事業(公總) (Shanlinxi Recreation Business (Public Office)), TC_南投客運(公總) (Nantou Passenger Transport (Common Service)), TC_四方公司 (TC_Sifang Company), TC_捷順交通 (Jeshun Transportation), TC_中鹿客運 (Zhonglu Passenger Transport), TC_國光客運(公總) (Guoguang Passenger Transport (General)), TC_國光客運 (Guoguang Passenger Transport), TC_建明客運 (Jianming Passenger Transport), TC_阿羅哈客運(公總) (Aloha Passenger Transport (General)), TC_統聯客運(公總) (Tonglian Passenger Transport (Common Service)), TC_花蓮客運(公總) (Hualien Passenger Transport (General)), TC_總達客運 (Total passenger transport), TC_小黃公車 (Little Yellow Bus), TC_新竹客運(公總) (Hsinchu Passenger Transport (General)), TC_和欣客運(公總) (Hexin Passenger Transport (General Public Service)), TC_臺西客運(公總) (Taixi Passenger Transport (Common Service)
), TC_大有巴士(公總) (Dayou bus (public bus)), TC_苗栗客運(公總) (Miaoli Passenger Transport (Common Service)), TC_臺中捷運公司 (Taichung MRT Corporation)
",,http://gtfs.taichung.gov.tw/bnb/api/gtfs/tc/latest,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-taichung-fengyuan-passenger-transport-gtfs-1083.zip?alt=media,,22.627563,25.132208,120.1524,121.77578,2022-03-17T21:18:23+00:00,,
1087,gtfs,US,Colorado,,Baca Area Transportation,,https://data.trilliumtransit.com/gtfs/bacacounty-co-us/bacacounty-co-us--flex-v2.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-baca-area-transportation-gtfs-1087.zip?alt=media,,37.319377,37.319377,-102.560425,-102.560425,2022-04-26T01:09:11+00:00,,
1094,gtfs,DE,Nordrhein-Westfalen,Aachen,"Rurtalbahn GmbH, ABELLIO Rail, VIAS GmbH, Aachener Straßenbahn und Energieversorgungs-AG, Rurtalbus GmbH, WestVerkehr GmbH, Staatsbahnen, National Express, ASEAG Netliner",,http://opendata.avv.de/current_GTFS/AVV_GTFS_mit_SPNV.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-nordrhein-westfalen-rurtalbahn-gmbh-gtfs-1094.zip?alt=media,,50.510054,51.678547,5.859465,8.016278,2022-03-17T23:47:07+00:00,,
1096,gtfs,FR,Pays de la Loire,,"Aleop Renfort LR 85, Aléop en Loire-Atlantique, Aléop en Maine-et-Loire, Aléop en Mayenne, Aléop en Sarthe, Aléop en Vendée, Aléop en Vendée et Loire-Atlantique, Aléop express Régionale, Aléop TER, projet Aléop en Loire-Atlantique, Yeu Continent",Aggregate of urban and interurban networks in the Pays de la Loire region,https://donnees.paysdelaloire.fr/data/pdl.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-pays-de-la-loire-aleop-renfort-lr-85-gtfs-1096.zip?alt=media,https://data.paysdelaloire.fr/explore/dataset/234400034_lignes-regulieres-de-transports-regionaux-arrets/information/,8.417203,49.17635383,-4.48030601,2.32051403,2022-03-17T23:54:43+00:00,,
1098,gtfs,FI,Kanta-Häme,Hämeenlinna,"Tilausliikenne Ali-Vehmas Ay, Miodex Oy, Lehdon Liikenne Oy, Pekolan Liikenne Oy, Vekka Group Oy, Länsilinjat Oy, Valkeakosken Liikenne Oy, Bus Travel Oy Reissu Ruoti, Mikkolan Liikenne Oy, Taksipalvelu Mutta Oy",,https://tvv.fra1.digitaloceanspaces.com/203.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-kanta-hame-tilausliikenne-ali-vehmas-ay-gtfs-1098.zip?alt=media,,60.734154,61.2575124059638,23.80891,25.6605915079053,2022-03-17T23:55:04+00:00,,city-of-hameenlinna/920
1102,gtfs,FI,,,"Porvoon Museorautatie, Pieksämäen Höyryveturiyhdistys ry",Matkustajajunat,https://rata.digitraffic.fi/api/v1/trains/gtfs-passenger.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-unknown-porvoon-museorautatie-gtfs-1102.zip?alt=media,,55.776115,67.348706,21.621824,37.655077,2022-03-17T23:55:32+00:00,,ministry-of-transport-and-communications/921
1107,gtfs,ES,Bizkaia,Bilbao,Funicular de Artxanda,,https://transitfeeds.com/p/artxanda-funicular/657/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-funicular-de-artxanda-gtfs-1107.zip?alt=media,,43.268724884413,43.27406768582,-2.9260016260155,-2.9201891660385,2022-03-23T14:43:09+00:00,,artxanda-funicular/657
1108,gtfs,LU,,,"Régime Général des Transports Routiers, Ville de Luxembourg - Service Autobus, Chemins de Fer Luxembourgeois, Syndicat des Tramways Intercommunaux dans le Canton d'Esch, Luxtram, Société Nationale des Chemins de Fer Luxembourgeois",,https://data.public.lu/en/datasets/r/10d05f8a-40a9-4bf2-bd8d-d7f783145b36,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/lu-unknown-regime-general-des-transports-routiers-gtfs-1108.zip?alt=media,https://data.public.lu/en/datasets/horaires-et-arrets-des-transport-publics-gtfs/,48.947923059605,50.698256056892,5.562347627316,6.990553595105,2022-03-17T23:56:48+00:00,,verkeiersverbond/1034
1112,gtfs,FR,Grand-Est,Nancy,Communauté urbaine du Grand Nancy ,,https://www.data.gouv.fr/fr/datasets/r/e7e78cd7-e186-4923-a272-9713fbc28b45,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-grand-est-communaute-urbaine-du-grand-nancy-gtfs-1112.zip?alt=media,,48.610365,48.731698,6.108618,6.273911,2022-03-22T14:56:07+00:00,,communaute-urbaine-du-grand-nancy/596
1120,gtfs,RS,Nišavski okrug,Niš,"Niš-ekspres, Lasta a.d. Beograd, Strela-Obrenovac",,https://data.gov.rs/en/datasets/r/b8fdbafe-10af-4b1a-a647-5f50e1dd33fb,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/rs-nisavski-okrug-nis-ekspres-gtfs-1120.zip?alt=media,,43.292787,43.3499466,21.7838066,22.005344,2022-03-22T14:57:06+00:00,,jkp-direkcija-za-javni-prevoz-grada-nisa/1229
1122,gtfs,TR,Kocaeli,Izmit,Kocaeli,,http://kocaeli.bel.tr/webfiles/userfiles/files/birimler/bilgi-islem-dairesi-baskanligi/kocaeli-gtfs.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tr-kocaeli-kocaeli-gtfs-1122.zip?alt=media,,40.429585,41.191651,29.2075127363205,30.3461293723107,2022-03-22T14:58:38+00:00,,kocaeli-buyuksehir-belediyesi/964
1124,gtfs,TH,Chiang Mai,,Lampoon Pattana Transport ,,https://transitfeeds.com/p/lampoon-pattana-transport/796/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-lampoon-pattana-transport-gtfs-1124.zip?alt=media,,17.89,18.801641,98.604592,99.0452953,2022-03-22T14:58:44+00:00,,lampoon-pattana-transport/796
1127,gtfs,FI,Kymenlaakso,Kotka,"KYMEN CHARTERLINE OY, Jyrkilä Oy, Kaakon Kumipyörät Oy, Liikenne Vuorela Oy, Oy Pohjolan liikenne Ab, Savonlinja Oy",,https://tvv.fra1.digitaloceanspaces.com/217.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-kymenlaakso-kymen-charterline-oy-gtfs-1127.zip?alt=media,,60.4296786499054,60.8236947812167,26.4564528153735,27.84075185766017,2022-03-22T15:00:20+00:00,,city-of-kotka/923
1128,gtfs,FI,Kymenlaakso,Kouvola,"Tilaustaksit K. Sydänmaanlakka Ky, KYMEN CHARTERLINE OY, Kari Väisänen Ky, Matkatoimisto Matka-Majuri Ky, Linja-autoliikenne P. Puolakka Ky, Linjaliikenne Martti Laurila Oy, Oy Pohjolan Liikenne Ab, Elimäen Liikenne Oy, Anjalankosken Linja Oy",,https://tvv.fra1.digitaloceanspaces.com/219.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-kymenlaakso-tilaustaksit-k-sydanmaanlakka-ky-gtfs-1128.zip?alt=media,,60.4628470725349,61.2536682287698,26.170947401343813,27.401959,2022-03-22T15:00:29+00:00,,city-of-kouvola/924
1129,gtfs,FI,Päijät-Häme,Lahti,"Haarasilta Toivo Samuli, Järvisen Liikenne Oy, Koiviston Auto Oy, Lehtimäen Liikenne Oy, Bus Travel Oy Reissu Ruoti, Tilausliikenne Kuisma Ky",,https://tvv.fra1.digitaloceanspaces.com/223.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-paijat-hame-haarasilta-toivo-samuli-gtfs-1129.zip?alt=media,,60.6772517226169,61.5800619928604,25.2492841801289,26.2609529033383,2022-03-22T15:00:39+00:00,,city-of-lahti/926
1130,gtfs,FI,Etelä-Savo,Mikkeli,Mikkeli,,https://tvv.fra1.digitaloceanspaces.com/227.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-etela-savo-mikkeli-gtfs-1130.zip?alt=media,,61.3048549967638,62.1599661034743,26.461659,28.184238,2022-03-22T15:00:46+00:00,,city-of-mikkeli/925
1131,gtfs,FI,Pohjanmaa,Vaasa,Invataksi Niemi Oy,,https://tvv.fra1.digitaloceanspaces.com/249.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-pohjanmaa-invataksi-niemi-oy-gtfs-1131.zip?alt=media,,62.907248,63.30417287,21.51908047,22.37872582,2022-03-22T15:00:52+00:00,,city-of-vaasa/922
1133,gtfs,US,California,Stockton,Altamont Corridor Express,,https://transitfeeds.com/p/altamont-corridor-express/823/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-altamont-corridor-express-gtfs-1133.zip?alt=media,,37.329568,37.957058,-122.007598,-121.263664,2022-03-23T18:28:32+00:00,,altamont-corridor-express/823
1134,gtfs,IL,,,Ministry of Transport and Road Safety ,,https://transitfeeds.com/p/ministry-of-transport-and-road-safety/820/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/il-unknown-ministry-of-transport-and-road-safety-gtfs-1134.zip?alt=media,,29.492446,33.283674,34.284672,35.839108,2022-03-23T18:30:31+00:00,,ministry-of-transport-and-road-safety/820
1135,gtfs,ES,Bizkaia,Bilbao,Bizkaibus,,https://transitfeeds.com/p/bizkaibus/653/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/es-bizkaia-bizkaibus-gtfs-1135.zip?alt=media,,42.9891535017202,43.4318410207912,-3.43867522739185,-2.38826715430665,2022-03-23T18:30:56+00:00,,bizkaibus/653
1136,gtfs,FI,Kainuu,Kajaani,Kajaani,,https://transitfeeds.com/p/city-of-kajaani/1103/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-kainuu-kajaani-gtfs-1136.zip?alt=media,,63.9509976744237,64.3282317234578,26.857811209272167,28.0382467006859,2022-03-23T18:30:59+00:00,,city-of-kajaani/1103
1137,gtfs,TH,Chiang Mai,,Western Chiang Mai,,https://transitfeeds.com/p/coopthai-nct/799/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-western-chiang-mai-gtfs-1137.zip?alt=media,,18.6505627,19.3744147,98.9841306,99.5178118,2022-03-23T18:31:02+00:00,,coopthai-nct/799
1138,gtfs,IT,Piemonte,,Bus Regione Piemonte,,https://transitfeeds.com/p/cuneo/1191/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-piemonte-bus-regione-piemonte-gtfs-1138.zip?alt=media,,43.891129,46.41969,6.658442,9.176198,2022-03-23T18:31:14+00:00,,cuneo/1191
1139,gtfs,DE,,,"DB, SBB, EC, ÖBB, NS, DSB, MAV, CD, PKP, RE, DPN, RZD, SWX, CFL",,https://transitfeeds.com/p/deutsche-bahn/837/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/de-unknown-db-gtfs-1139.zip?alt=media,,41.900492,56.150076,1.850178,37.579809,2022-03-23T18:31:19+00:00,,deutsche-bahn/837
1140,gtfs,US,Indiana,Fort Wayne,Citilink,,https://transitfeeds.com/p/fort-wayne-citilink/378/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-indiana-citilink-gtfs-1140.zip?alt=media,,41.006285,41.190369,-85.27113,-85.013817,2022-03-23T18:31:25+00:00,,fort-wayne-citilink/378
1141,gtfs,US,Colorado,,Dolores County,,https://data.trilliumtransit.com/gtfs/dolorescounty-co-us/dolorescounty-co-us--flex-v2.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-colorado-dolores-county-gtfs-1141.zip?alt=media,,37.391704,37.763749,-108.905181,-107.925101,2022-04-26T01:07:51+00:00,,
