mdb_source_id,data_type,location.country_code,location.subdivision_name,location.municipality,provider,name,urls.direct_download,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,Transitland ID,Transit Feeds ID
1293,gtfs,US,Alaska,Sitka,RIDE Sitka,,https://transitfeeds.com/p/ride-sitka/713/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-alaska-ride-sitka-gtfs-1293.zip?alt=media,,57.033684,57.127718,-135.399641,-135.232633,2022-03-24T00:25:20+00:00,,
1294,gtfs,IT,Lazio,Rome,Roma Servizi per la Mobilità,,https://romamobilita.it/sites/default/files/rome_static_gtfs.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-lazio-roma-servizi-per-la-mobilita-gtfs-1294.zip?alt=media,https://romamobilita.it/it/tecnologie/open-data/dataset,41.648593,42.4415,12.107767,12.789177,2022-03-24T00:25:50+00:00,,roma-servizi-per-la-mobilita/542
1295,gtfs,US,California,Woodland,Yolo County Transportation District,,https://transitfeeds.com/p/sacramento-regional-transit/161/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-yolo-county-transportation-district-gtfs-1295.zip?alt=media,,38.534455659059,38.7361269435958,-122.142116853125,-121.452880290322,2022-03-24T00:25:55+00:00,,
1296,gtfs,US,California,Sacramento,Sacramento Regional Transit,,https://transitfeeds.com/p/sacramento-regional-transit/67/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-sacramento-regional-transit-gtfs-1296.zip?alt=media,,38.453234,38.722658,-121.764449,-121.092322,2022-03-24T00:26:10+00:00,,
1297,gtfs,CA,Alberta,Edmonton,Strathcona County Transit,,https://transitfeeds.com/p/strathcona-county-transit/364/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-alberta-strathcona-county-transit-gtfs-1297.zip?alt=media,https://data.strathcona.ca/Transportation/Strathcona-County-Transit-Bus-Schedule-GTFS-Data-F/2ek5-rxs5,53.5095,53.568069,-113.525439,-113.250891,2022-03-24T00:26:13+00:00,,
1298,gtfs,FR,Grand-Est,Metz,Metz,,https://transitfeeds.com/p/metz-metropole/850/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-grand-est-metz-gtfs-1298.zip?alt=media,,48.998825,49.189344,6.003117,6.324477,2022-03-24T00:26:29+00:00,,
1299,gtfs,US,Virginia,,Fredericksburg Regional Transit,,https://www.arcgis.com/sharing/rest/content/items/d1483daba66d43358e29682c91907817/data,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-fredericksburg-regional-transit-gtfs-1299.zip?alt=media,,38.196454723000045,38.481478354000046,-77.59978806399994,-77.40054099699995,2022-04-25T23:55:53+00:00,,
1300,gtfs,CA,Ontario,Guelph,Guelph Transit,,https://transitfeeds.com/p/guelph-transit/53/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ca-ontario-guelph-transit-gtfs-1300.zip?alt=media,,43.49932,43.580844,-80.322631,-80.175244,2022-04-04T18:44:10+00:00,,
1301,gtfs,JP,Sizuoka,Omaezaki,Omaezaki Local Voluntary Operation Bus,,https://transitfeeds.com/p/opentransit/353/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-sizuoka-omaezaki-local-voluntary-operation-bus-gtfs-1301.zip?alt=media,http://opentrans.it/,34.6001182,34.65078466,138.1188726,138.2219913,2022-04-04T18:44:11+00:00,,
1302,gtfs,JP,Sizuoka,Susono,Susonohru,,https://transitfeeds.com/p/opentransit/354/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-sizuoka-susonohru-gtfs-1302.zip?alt=media,http://opentrans.it/,35.15395111,35.20147694,138.8992461,138.9346917,2022-04-04T18:44:13+00:00,,
1303,gtfs,JP,Sizuoka,Kakegawa,Kakegawa Local Voluntary Operation Bus,,https://transitfeeds.com/p/opentransit/352/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/jp-sizuoka-kakegawa-local-voluntary-operation-bus-gtfs-1303.zip?alt=media,http://opentrans.it/,34.753825,34.771492,137.9915045,138.031032,2022-04-04T18:44:14+00:00,,
1304,gtfs,US,Washington,Bremerton,Kitsap Transit,,https://transitfeeds.com/p/kitsap-transit/296/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-washington-kitsap-transit-gtfs-1304.zip?alt=media,http://www.kitsaptransit.com/privacy-policy#developer,47.3891906204372,47.8123792166667,-122.7108108,-122.337807,2022-04-04T18:44:17+00:00,,
1305,gtfs,TW,Changhua,,"CH_Yuanlin Passenger Transport (General Manager), CH_中鹿客運(公總), CH_彰化客運(公總)",,https://transitfeeds.com/p/taiwan/956/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-changhua-chyuanlin-passenger-transport-general-manager-gtfs-1305.zip?alt=media,,23.385829,25.297518,120.171053,121.94879,2022-04-04T18:44:19+00:00,,
1306,gtfs,TW,Nantou,,"NT_Total passenger (common total), NT_南投客運(公總), NT_全航客運(公總)",,https://transitfeeds.com/p/taiwan/958/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-nantou-nttotal-passenger-common-total-gtfs-1306.zip?alt=media,,23.67303,25.290079,120.598713,121.9837549,2022-04-04T18:44:22+00:00,,
1307,gtfs,TW,Yunlin,,"YL_Yuanlin Passenger Transport (General Manager), YL_臺西客運(公總)",,https://transitfeeds.com/p/taiwan/957/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/tw-yunlin-ylyuanlin-passenger-transport-general-manager-gtfs-1307.zip?alt=media,,23.385829,25.284729,120.15701,121.926085,2022-04-04T18:44:24+00:00,,
1308,gtfs,US,Alabama,,Capital Trailways,,https://transitfeeds.com/p/capital-trailways/819/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-alabama-capital-trailways-gtfs-1308.zip?alt=media,,30.6705,33.208349,-88.1012,-87.0221,2022-04-04T18:44:26+00:00,,
1309,gtfs,US,Massachusetts,,Massachusetts Ferry Service,,https://transitfeeds.com/p/massdot/109/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-massachusetts-ferry-service-gtfs-1309.zip?alt=media,,40.409099,42.52193,-74.006617,-70.05891,2022-04-04T18:44:27+00:00,,
1310,gtfs,TH,Chiang Mai,Chiang Mai,Chiang Mai University (CMU),,https://transitfeeds.com/p/chiang-mai-university/788/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-chiang-mai-university-cmu-gtfs-1310.zip?alt=media,,18.758568,18.807697,98.935385,98.972451,2022-04-04T18:44:29+00:00,,
1311,gtfs,GB,,,Chiltern Railways,,https://transitfeeds.com/p/association-of-train-operating-companies/284/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/gb-unknown-chiltern-railways-gtfs-1311.zip?alt=media,,0.0,58.59018,-5.83908,1.74971,2022-04-04T18:44:54+00:00,,
1312,gtfs,US,Pennsylvania,Rochester,Beaver County Transit Authority ,,https://transitfeeds.com/p/beaver-county-transit-authority/1154/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-pennsylvania-beaver-county-transit-authority-gtfs-1312.zip?alt=media,,40.4382300638098,40.799899148935,-80.3831790616023,-79.9912694091361,2022-04-04T18:44:56+00:00,,
1313,gtfs,NZ,Christchurch,,Christchurch Metro,,https://transitfeeds.com/p/christchurch-metro/41/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/nz-christchurch-christchurch-metro-gtfs-1313.zip?alt=media,,-43.811456,-43.28702,172.106654,172.766792,2022-04-04T18:45:02+00:00,,
1314,gtfs,FR,Île-de-France,Paris,BlaBlaCar Bus,,https://transitfeeds.com/p/idbus/519/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-ile-de-france-blablacar-bus-gtfs-1314.zip?alt=media,,41.394968,53.552107,-4.48214,13.730119,2022-04-04T18:45:10+00:00,,
1315,gtfs,TH,Chiang Mai ,,"Kwanwiang Transport, LTD.",,https://transitfeeds.com/p/kwanwiang-transport/785/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-kwanwiang-transport-gtfs-1315.zip?alt=media,,18.720218,18.795956,98.946055,99.004577,2022-04-04T18:45:11+00:00,,
1316,gtfs,ES,Bizkaia,Bilbao,La Burundesa S.A.,,https://transitfeeds.com/p/la-burundesa/658/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-biscay-la-burundesa-sa-gtfs-1316.zip?alt=media,,0.0,43.343606,-2.683427,0.0,2022-04-04T18:45:13+00:00,,
1317,gtfs,FI,Pohjois-Karjala,,POSELY,,https://transitfeeds.com/p/liikennevirasto/733/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fi-pohjois-karjala-posely-gtfs-1317.zip?alt=media,,61.8669,63.560062,27.190477,30.936747,2022-04-04T18:45:17+00:00,,
1318,gtfs,US,Wisconsin,Milwaukee,Milwaukee County Transit System,,https://transitfeeds.com/p/milwaukee-county-transit-system/182/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-wisconsin-milwaukee-county-transit-system-gtfs-1318.zip?alt=media,,42.8707516,43.3841549,-88.1150233,-87.84947,2022-04-04T18:45:27+00:00,,
1319,gtfs,IT,Marche,,"Trenitalia, Contram Mobilita s.c.p.a., Trasfer Soc. Cons. a.r.l., Adriabus spa, Soc. Consortile A.T.M.A., Start Spa",,https://transitfeeds.com/p/region-marche/740/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-marche-trenitalia-gtfs-1319.zip?alt=media,,40.634364,45.417772,11.880772,17.939272,2022-04-04T18:45:52+00:00,,
1320,gtfs,SE,,,Trafiklab,All public transport in Sweden,https://transitfeeds.com/p/storstockholms-lokaltrafik/1086/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/se-unknown-trafiklab-gtfs-1320.zip?alt=media,https://www.trafiklab.se/node/17865/license,58.744573,60.679478,17.15189,19.404908,2022-04-04T18:46:44+00:00,,
1321,gtfs,SE,,,"Samtrafiken, SJ, NSB, NSB/SJ, Visingsöleden, UL, Sörmlandstrafiken, ÖstgötaTrafiken, JLT, Länstrafiken Kronoberg, KLT, Region Gotland, Blekingetrafiken, Gällivare Stadstrafik, Hallandstrafiken, Värmlandstrafik, VL, Dalatrafik, X-trafik, Din Tur, Destination Gotland, Länstrafiken Jämtland, Länstrafiken Västerbotten, Länstrafiken Norrbotten, SL, Skånetrafiken, Flygbussarna, Västtrafik, Ventrafiken, Arlanda Express, Länstrafiken Örebro, Öresundståg, BT Buss, Mälartåg, Vy Tåg, Värmlandstrafik, Waxholmsbolaget, FlixTrain, Bus4You, Nettbuss Express, Skelleftebuss, Y-buss, MasExpressen, Silverlinjen, Härjedalingen, Merresor Express, ForSea, Snälltåget, Nikkaluoktaexpressen, Trafikverket Färjerederiet, Bergkvarabuss, Vy Nattåg, Vy Norrtåg, Krösatågen, Tågab, Karlstadsbuss, Luleå Lokaltrafik, Trosabussen, Ressels Rederi, Haparanda lokaltrafik, Roslagens Sjötrafik, Piteå Lokaltrafik, Strömma, Boden Stadstrafik, Snötåget, Kiruna Stadstrafik, Stadsbussarna Östersund, Krösatågen, SJ NORGE, Skärgårdsbåtarna i Uddevalla, MTRX, Stavsnäs Båttaxi, Söne Buss, Kalix stadstrafik, Flixbus, Stockholms stad",TrafikLab ,https://transitfeeds.com/p/trafiklab/50/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/se-unknown-samtrafiken-gtfs-1321.zip?alt=media,http://www.trafiklab.se/api,51.04013,68.441703,8.227388,24.183867,2022-04-04T18:47:32+00:00,,
1322,gtfs,AU,New South Wales,,"train replacement bus operators, Sydney Trains, NSW Trains, Busways Western Sydney, Interline Bus Services, Transit Systems, Hillsbus, Punchbowl Bus Company, State Transit, Transdev NSW, Dions Bus Service, Forest Coach Lines, Cronulla Ferries, Brooklyn Ferry Service, Central Coast Ferries, Manly Fast Ferry, Church Point Ferry Service, Captain Cook Cruises, Palm Beach Ferry Service, Busabout, Rover Coaches, Hunter Valley Buses, Port Stephens Coaches, Northern Rivers Buslines, Tamworth Buslines, Surfside Buslines, Premier Motor Service, Quinns Coaches, Dunoon Bus Service, Waller's Bus Company, Murwillumbah Bus Company, Parsons Bus Service, Gosel's Bus Service, Bhangla Singh's Bus Service, Blanch's Bus Company, Ballina Buslines, Watson's Bus Service, Casino Bus Service, Forest Coach Lines, Lawrence Bus Service, Forest Coach Lines, Michael Jillett, Reynolds & Fogarty, Forest Coach Lines, Inverell Bus Service, Symes Coaches, Edwards Coaches, Hannafords Bus Service, Hopes Bus Service, Millerds Bus Service, Cavanaghs Bus Company, Busways Port Macquarie, Tinonee Bus Company, Eggins Comfort Coaches, Busways Great Lakes, Forster Buslines, Osborn Bus Service, Ogden's Coaches, Wingham Buslines, Brunswick Valley Coaches, Clarence River Ferries, Busways Central Coast, Red Bus Service, Blue Mountains Transit, Premier Charters, Premier Illawarra, Hunter Valley Buses, Busways Coffs Harbour, Busways Grafton, Newcastle Transport, Port Stephens Coaches, NSW TrainLink Train, Intercity Train, NSW TrainLink Coach, Sydney Light Rail, Berrima Buslines, Bathurst Buslines, Lithgow Buslines, Kennedys Bus Service, Kiama Coachlines, Nowra Coaches, Shoal Bus, Stuarts Coaches, Dubbo Buslines, Orange Buslines, Newman's Bus Service, Western Road Liners, Forbes Buslines, Buslink Broken Hill, Cowra Bus Service, Griffith Buslines, PBC Goulburn, PBC Crookwell, Picton Buslines, Premier Motor Service, Buslink Sunraysia, Busabout Wagga, Junee Buses, Allen's Coaches, Qcity Transit, Transborder Express, Murrays Coaches, Purtills, Newtons Bus Service, Ulladulla Buslines, Priors Bus Service, Symons Bus & Coach Service, Cooma Coaches, Martins Albury, Dysons, Cann's Buslines, Sapphire Coast Buslines, Bega Valley Coaches, Sapphire Coast Buslines, Sydney Ferries, Station Link, Forest Coach Lines, Hillsbus, Punchbowl Bus Company, Transdev NSW",,https://transitfeeds.com/p/transport-for-nsw/237/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-new-south-wales-train-replacement-bus-operators-gtfs-1322.zip?alt=media,,-37.8176444720042,-27.4655498069599,141.435090952048,153.619511714123,2022-04-04T18:49:47+00:00,,
1323,gtfs,US,California,Concord,Tri Delta Transit,,https://transitfeeds.com/p/tri-delta-transit/1148/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-tri-delta-transit-gtfs-1323.zip?alt=media,,37.918801,38.039856,-122.139478,-121.6914,2022-04-04T18:49:50+00:00,,
1324,gtfs,US,Virginia,,JAUNT Inc,,https://e8vkzj229xs.exactdn.com/wp-content/uploads/2022/04/GTFS-4.11.2022.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-jaunt-inc-gtfs-1324.zip?alt=media,http://virginia-gtfs.com/,,,,,2022-04-25T23:08:52+00:00,,
1325,gtfs,TH,Chiang Mai,,WhiteBus,,https://transitfeeds.com/p/whitebus/786/latest/download,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/th-chiang-mai-whitebus-gtfs-1325.zip?alt=media,,18.76967,18.81262,98.94592,99.01788,2022-04-04T18:49:53+00:00,,whitebus/786
1326,gtfs,PL,Małopolskie,Kraków,Zarząd Transportu Publicznego w Krakowie (ZTP Kraków),Autobus,https://gtfs.ztp.krakow.pl/GTFS_KRK_A.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/pl-malopolskie-zarzad-transportu-publicznego-w-krakowie-ztp-krakow-gtfs-1326.zip?alt=media,https://ztp.krakow.pl,49.902472,50.2452,19.583957,20.3526,2022-04-19T13:36:51+00:00,,
1327,gtfs,US,Oregon,Klamath Falls,Quail Trail Public Transit,,https://oregon-gtfs.trilliumtransit.com/gtfs_data/quailtrail-or-us/quailtrail-or-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-quail-trail-public-transit-gtfs-1327.zip?alt=media,,42.19945,42.5752845423563,-121.874721,-121.271743550926,2022-04-22T15:53:30+00:00,,
1328,gtfs,US,Virginia,,Virginia Breeze,,https://data.trilliumtransit.com/gtfs/virginiabreeze-va-us/virginiabreeze-va-us.zip,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-virginia-virginia-breeze-gtfs-1328.zip?alt=media,http://virginia-gtfs.com/,36.5882325257619,38.956367,-82.1523,-77.006096,2022-04-25T23:18:37+00:00,,
